Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004968.1	Chromosome		NW_024608458.1	unplaced-scaffold	63389		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004969.1	Chromosome		NW_024609149.1	unplaced-scaffold	114214		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004970.1	Chromosome		NW_024606436.1	unplaced-scaffold	8506		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004972.1	Chromosome		NW_024605862.1	unplaced-scaffold	5801		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004973.1	Chromosome		NW_024606064.1	unplaced-scaffold	6548		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004974.1	Chromosome		NW_024605488.1	unplaced-scaffold	4755		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004975.1	Chromosome		NW_024604117.1	unplaced-scaffold	2687		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004976.1	Chromosome		NW_024608588.1	unplaced-scaffold	68845		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004977.1	Chromosome		NW_024607838.1	unplaced-scaffold	39287		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004978.1	Chromosome		NW_024603734.1	unplaced-scaffold	2006		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004979.1	Chromosome		NW_024609810.1	unplaced-scaffold	684138		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004980.1	Chromosome		NW_024607550.1	unplaced-scaffold	29468		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004981.1	Chromosome		NW_024608414.1	unplaced-scaffold	61734		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004982.1	Chromosome		NW_024608308.1	unplaced-scaffold	57017		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004983.1	Chromosome		NW_024604615.1	unplaced-scaffold	3558		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004984.1	Chromosome		NW_024604259.1	unplaced-scaffold	2927		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004985.1	Chromosome		NW_024608820.1	unplaced-scaffold	83232		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004987.1	Chromosome		NW_024605129.1	unplaced-scaffold	4202		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004989.1	Chromosome		NW_024603516.1	unplaced-scaffold	1640		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004990.1	Chromosome		NW_024603572.1	unplaced-scaffold	1724		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004991.1	Chromosome		NW_024609480.1	unplaced-scaffold	187583		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004993.1	Chromosome		NW_024604053.1	unplaced-scaffold	2594		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010004995.1	Chromosome		NW_024609245.1	unplaced-scaffold	127146		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005001.1	Chromosome		NW_024603058.1	unplaced-scaffold	1082		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005002.1	Chromosome		NW_024607933.1	unplaced-scaffold	42492		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005003.1	Chromosome		NW_024605676.1	unplaced-scaffold	5221		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005004.1	Chromosome		NW_024607850.1	unplaced-scaffold	39544		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005006.1	Chromosome		NW_024604378.1	unplaced-scaffold	3165		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005007.1	Chromosome		NW_024603106.1	unplaced-scaffold	1133		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005008.1	Chromosome		NW_024609443.1	unplaced-scaffold	176187		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005009.1	Chromosome		NW_024603332.1	unplaced-scaffold	1382		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005010.1	Chromosome		NW_024609078.1	unplaced-scaffold	105022		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005012.1	Chromosome		NW_024605671.1	unplaced-scaffold	5209		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005013.1	Chromosome		NW_024605654.1	unplaced-scaffold	5168		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005014.1	Chromosome		NW_024606336.1	unplaced-scaffold	7895		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005017.1	Chromosome		NW_024609336.1	unplaced-scaffold	143264		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005019.1	Chromosome		NW_024609526.1	unplaced-scaffold	205645		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005021.1	Chromosome		NW_024608255.1	unplaced-scaffold	55170		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005022.1	Chromosome		NW_024608591.1	unplaced-scaffold	69064		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005023.1	Chromosome		NW_024607160.1	unplaced-scaffold	19042		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005024.1	Chromosome		NW_024607505.1	unplaced-scaffold	28181		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005025.1	Chromosome		NW_024608557.1	unplaced-scaffold	67373		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005026.1	Chromosome		NW_024602260.1	unplaced-scaffold	456		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005027.1	Chromosome		NW_024609232.1	unplaced-scaffold	125765		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005028.1	Chromosome		NW_024609090.1	unplaced-scaffold	106901		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005029.1	Chromosome		NW_024605943.1	unplaced-scaffold	6129		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005030.1	Chromosome		NW_024605043.1	unplaced-scaffold	4092		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005031.1	Chromosome		NW_024609503.1	unplaced-scaffold	195933		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005034.1	Chromosome		NW_024604742.1	unplaced-scaffold	3725		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005038.1	Chromosome		NW_024609258.1	unplaced-scaffold	129451		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005039.1	Chromosome		NW_024608526.1	unplaced-scaffold	65952		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005040.1	Chromosome		NW_024606354.1	unplaced-scaffold	8024		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005041.1	Chromosome		NW_024609103.1	unplaced-scaffold	108257		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005043.1	Chromosome		NW_024603032.1	unplaced-scaffold	1057		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005044.1	Chromosome		NW_024607172.1	unplaced-scaffold	19371		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005046.1	Chromosome		NW_024609714.1	unplaced-scaffold	337933		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005047.1	Chromosome		NW_024608370.1	unplaced-scaffold	59623		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005048.1	Chromosome		NW_024607058.1	unplaced-scaffold	16693		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005050.1	Chromosome		NW_024606101.1	unplaced-scaffold	6680		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005051.1	Chromosome		NW_024607502.1	unplaced-scaffold	28041		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005057.1	Chromosome		NW_024608672.1	unplaced-scaffold	73691		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005058.1	Chromosome		NW_024605567.1	unplaced-scaffold	4956		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005059.1	Chromosome		NW_024602822.1	unplaced-scaffold	836		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005062.1	Chromosome		NW_024603926.1	unplaced-scaffold	2363		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005064.1	Chromosome		NW_024604826.1	unplaced-scaffold	3848		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005068.1	Chromosome		NW_024609398.1	unplaced-scaffold	160897		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005069.1	Chromosome		NW_024608189.1	unplaced-scaffold	52603		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005070.1	Chromosome		NW_024608115.1	unplaced-scaffold	49606		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005071.1	Chromosome		NW_024607671.1	unplaced-scaffold	33467		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005072.1	Chromosome		NW_024608368.1	unplaced-scaffold	59498		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005073.1	Chromosome		NW_024604145.1	unplaced-scaffold	2733		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005074.1	Chromosome		NW_024603655.1	unplaced-scaffold	1852		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005076.1	Chromosome		NW_024602732.1	unplaced-scaffold	761		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005077.1	Chromosome		NW_024608667.1	unplaced-scaffold	73540		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005079.1	Chromosome		NW_024608639.1	unplaced-scaffold	71731		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005080.1	Chromosome		NW_024605768.1	unplaced-scaffold	5474		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005081.1	Chromosome		NW_024603184.1	unplaced-scaffold	1210		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005082.1	Chromosome		NW_024606654.1	unplaced-scaffold	10293		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005085.1	Chromosome		NW_024609047.1	unplaced-scaffold	101752		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005087.1	Chromosome		NW_024607591.1	unplaced-scaffold	30841		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005088.1	Chromosome		NW_024609582.1	unplaced-scaffold	232835		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005090.1	Chromosome		NW_024608317.1	unplaced-scaffold	57388		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005091.1	Chromosome		NW_024603053.1	unplaced-scaffold	1078		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005092.1	Chromosome		NW_024604939.1	unplaced-scaffold	3984		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005093.1	Chromosome		NW_024609677.1	unplaced-scaffold	302337		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005094.1	Chromosome		NW_024608608.1	unplaced-scaffold	69802		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005095.1	Chromosome		NW_024605547.1	unplaced-scaffold	4905		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005097.1	Chromosome		NW_024609325.1	unplaced-scaffold	140553		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005100.1	Chromosome		NW_024602496.1	unplaced-scaffold	602		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005103.1	Chromosome		NW_024608785.1	unplaced-scaffold	80839		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005106.1	Chromosome		NW_024609691.1	unplaced-scaffold	310736		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005108.1	Chromosome		NW_024604849.1	unplaced-scaffold	3881		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005109.1	Chromosome		NW_024604842.1	unplaced-scaffold	3873		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005111.1	Chromosome		NW_024602608.1	unplaced-scaffold	669		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005112.1	Chromosome		NW_024605651.1	unplaced-scaffold	5164		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005113.1	Chromosome		NW_024609749.1	unplaced-scaffold	388311		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005114.1	Chromosome		NW_024602265.1	unplaced-scaffold	463		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005115.1	Chromosome		NW_024604542.1	unplaced-scaffold	3447		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005116.1	Chromosome		NW_024606867.1	unplaced-scaffold	12936		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005118.1	Chromosome		NW_024609319.1	unplaced-scaffold	139574		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005119.1	Chromosome		NW_024606976.1	unplaced-scaffold	14808		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005120.1	Chromosome		NW_024608704.1	unplaced-scaffold	75725		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005122.1	Chromosome		NW_024606214.1	unplaced-scaffold	7224		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005124.1	Chromosome		NW_024608057.1	unplaced-scaffold	46868		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005125.1	Chromosome		NW_024605879.1	unplaced-scaffold	5860		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005126.1	Chromosome		NW_024603838.1	unplaced-scaffold	2197		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005127.1	Chromosome		NW_024608813.1	unplaced-scaffold	82550		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005128.1	Chromosome		NW_024604451.1	unplaced-scaffold	3289		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005129.1	Chromosome		NW_024606848.1	unplaced-scaffold	12682		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005130.1	Chromosome		NW_024603667.1	unplaced-scaffold	1877		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005132.1	Chromosome		NW_024603491.1	unplaced-scaffold	1605		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005133.1	Chromosome		NW_024602923.1	unplaced-scaffold	921		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005134.1	Chromosome		NW_024608337.1	unplaced-scaffold	58380		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005135.1	Chromosome		NW_024609379.1	unplaced-scaffold	155733		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005136.1	Chromosome		NW_024605274.1	unplaced-scaffold	4388		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005137.1	Chromosome		NW_024608703.1	unplaced-scaffold	75674		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005138.1	Chromosome		NW_024602469.1	unplaced-scaffold	588		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005141.1	Chromosome		NW_024606087.1	unplaced-scaffold	6634		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005142.1	Chromosome		NW_024602868.1	unplaced-scaffold	885		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005143.1	Chromosome		NW_024606591.1	unplaced-scaffold	9715		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005144.1	Chromosome		NW_024607363.1	unplaced-scaffold	24123		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005145.1	Chromosome		NW_024606146.1	unplaced-scaffold	6855		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005147.1	Chromosome		NW_024604524.1	unplaced-scaffold	3411		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005148.1	Chromosome		NW_024609219.1	unplaced-scaffold	123879		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005149.1	Chromosome		NW_024604347.1	unplaced-scaffold	3117		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005150.1	Chromosome		NW_024605847.1	unplaced-scaffold	5760		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005151.1	Chromosome		NW_024608109.1	unplaced-scaffold	49433		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005154.1	Chromosome		NW_024605157.1	unplaced-scaffold	4228		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005155.1	Chromosome		NW_024607910.1	unplaced-scaffold	41815		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005156.1	Chromosome		NW_024609171.1	unplaced-scaffold	116801		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005157.1	Chromosome		NW_024607793.1	unplaced-scaffold	37287		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005158.1	Chromosome		NW_024608904.1	unplaced-scaffold	89469		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005159.1	Chromosome		NW_024609785.1	unplaced-scaffold	505985		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005160.1	Chromosome		NW_024609425.1	unplaced-scaffold	168362		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005161.1	Chromosome		NW_024608124.1	unplaced-scaffold	49856		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005164.1	Chromosome		NW_024609087.1	unplaced-scaffold	106524		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005165.1	Chromosome		NW_024609155.1	unplaced-scaffold	114790		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005166.1	Chromosome		NW_024609123.1	unplaced-scaffold	111327		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005167.1	Chromosome		NW_024609667.1	unplaced-scaffold	297071		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005168.1	Chromosome		NW_024606221.1	unplaced-scaffold	7265		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005169.1	Chromosome		NW_024603512.1	unplaced-scaffold	1632		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005170.1	Chromosome		NW_024607799.1	unplaced-scaffold	37426		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005172.1	Chromosome		NW_024607184.1	unplaced-scaffold	19840		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005174.1	Chromosome		NW_024609098.1	unplaced-scaffold	107630		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005175.1	Chromosome		NW_024609711.1	unplaced-scaffold	333787		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005176.1	Chromosome		NW_024606572.1	unplaced-scaffold	9546		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005177.1	Chromosome		NW_024606138.1	unplaced-scaffold	6821		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005180.1	Chromosome		NW_024609594.1	unplaced-scaffold	243513		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005181.1	Chromosome		NW_024609110.1	unplaced-scaffold	109701		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005182.1	Chromosome		NW_024609346.1	unplaced-scaffold	145544		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005183.1	Chromosome		NW_024607240.1	unplaced-scaffold	21111		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005184.1	Chromosome		NW_024605935.1	unplaced-scaffold	6090		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005185.1	Chromosome		NW_024606782.1	unplaced-scaffold	11944		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005186.1	Chromosome		NW_024608509.1	unplaced-scaffold	65209		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005187.1	Chromosome		NW_024609698.1	unplaced-scaffold	317579		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005189.1	Chromosome		NW_024607715.1	unplaced-scaffold	34795		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005190.1	Chromosome		NW_024606875.1	unplaced-scaffold	13127		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005191.1	Chromosome		NW_024609307.1	unplaced-scaffold	135682		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005192.1	Chromosome		NW_024609521.1	unplaced-scaffold	203533		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005193.1	Chromosome		NW_024603685.1	unplaced-scaffold	1912		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005194.1	Chromosome		NW_024609372.1	unplaced-scaffold	153870		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005195.1	Chromosome		NW_024608541.1	unplaced-scaffold	66811		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005200.1	Chromosome		NW_024608998.1	unplaced-scaffold	96774		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005202.1	Chromosome		NW_024609631.1	unplaced-scaffold	273050		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005203.1	Chromosome		NW_024609598.1	unplaced-scaffold	246333		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005204.1	Chromosome		NW_024608129.1	unplaced-scaffold	50155		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005205.1	Chromosome		NW_024609233.1	unplaced-scaffold	125859		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005207.1	Chromosome		NW_024609718.1	unplaced-scaffold	340692		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005208.1	Chromosome		NW_024604094.1	unplaced-scaffold	2648		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005209.1	Chromosome		NW_024609274.1	unplaced-scaffold	131122		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005212.1	Chromosome		NW_024607248.1	unplaced-scaffold	21341		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005213.1	Chromosome		NW_024609574.1	unplaced-scaffold	228438		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005216.1	Chromosome		NW_024609759.1	unplaced-scaffold	408226		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005217.1	Chromosome		NW_024607761.1	unplaced-scaffold	36167		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005218.1	Chromosome		NW_024602382.1	unplaced-scaffold	541		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005219.1	Chromosome		NW_024607734.1	unplaced-scaffold	35535		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005220.1	Chromosome		NW_024607378.1	unplaced-scaffold	24594		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005224.1	Chromosome		NW_024607588.1	unplaced-scaffold	30785		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005226.1	Chromosome		NW_024608661.1	unplaced-scaffold	73323		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005228.1	Chromosome		NW_024609768.1	unplaced-scaffold	434589		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005229.1	Chromosome		NW_024604857.1	unplaced-scaffold	3891		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005230.1	Chromosome		NW_024609299.1	unplaced-scaffold	134884		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005232.1	Chromosome		NW_024604463.1	unplaced-scaffold	3324		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005233.1	Chromosome		NW_024608174.1	unplaced-scaffold	52000		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005234.1	Chromosome		NW_024607003.1	unplaced-scaffold	15348		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005235.1	Chromosome		NW_024602691.1	unplaced-scaffold	732		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005236.1	Chromosome		NW_024609016.1	unplaced-scaffold	98693		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005237.1	Chromosome		NW_024603289.1	unplaced-scaffold	1326		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005241.1	Chromosome		NW_024608118.1	unplaced-scaffold	49668		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005242.1	Chromosome		NW_024607852.1	unplaced-scaffold	39599		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005243.1	Chromosome		NW_024606821.1	unplaced-scaffold	12439		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005244.1	Chromosome		NW_024607621.1	unplaced-scaffold	31992		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005245.1	Chromosome		NW_024604276.1	unplaced-scaffold	2956		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005246.1	Chromosome		NW_024607414.1	unplaced-scaffold	25609		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005247.1	Chromosome		NW_024604092.1	unplaced-scaffold	2646		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005248.1	Chromosome		NW_024604266.1	unplaced-scaffold	2938		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005250.1	Chromosome		NW_024607725.1	unplaced-scaffold	35279		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005251.1	Chromosome		NW_024602861.1	unplaced-scaffold	878		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005252.1	Chromosome		NW_024608171.1	unplaced-scaffold	51940		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005253.1	Chromosome		NW_024607091.1	unplaced-scaffold	17437		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005254.1	Chromosome		NW_024606561.1	unplaced-scaffold	9492		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005255.1	Chromosome		NW_024607827.1	unplaced-scaffold	38660		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005257.1	Chromosome		NW_024607006.1	unplaced-scaffold	15482		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005258.1	Chromosome		NW_024605657.1	unplaced-scaffold	5175		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005259.1	Chromosome		NW_024607342.1	unplaced-scaffold	23797		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005260.1	Chromosome		NW_024607040.1	unplaced-scaffold	16292		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005261.1	Chromosome		NW_024606676.1	unplaced-scaffold	10571		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005262.1	Chromosome		NW_024604693.1	unplaced-scaffold	3663		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005263.1	Chromosome		NW_024603281.1	unplaced-scaffold	1319		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005264.1	Chromosome		NW_024603669.1	unplaced-scaffold	1882		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005265.1	Chromosome		NW_024606103.1	unplaced-scaffold	6684		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005266.1	Chromosome		NW_024609357.1	unplaced-scaffold	147457		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005267.1	Chromosome		NW_024609481.1	unplaced-scaffold	187655		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005268.1	Chromosome		NW_024606620.1	unplaced-scaffold	10041		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005269.1	Chromosome		NW_024603608.1	unplaced-scaffold	1772		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005270.1	Chromosome		NW_024603829.1	unplaced-scaffold	2171		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005271.1	Chromosome		NW_024608727.1	unplaced-scaffold	77073		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005272.1	Chromosome		NW_024609654.1	unplaced-scaffold	287730		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005273.1	Chromosome		NW_024605940.1	unplaced-scaffold	6119		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005274.1	Chromosome		NW_024605744.1	unplaced-scaffold	5420		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005275.1	Chromosome		NW_024603186.1	unplaced-scaffold	1211		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005276.1	Chromosome		NW_024602900.1	unplaced-scaffold	910		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005277.1	Chromosome		NW_024604872.1	unplaced-scaffold	3913		
GCF_018296145.1		Primary Assembly	Un			JAEPEU010005279.1	Chromosome		NW_024604151.1	unplaced-scaffold	2739		
